GeneSet_des	Ori_p	Adj_p	gsSize	gsSize_net	intSize	intSize_net	OverlapSize	InterestingGeneListID	Essential overlapped genes (sorted by weight)	Essential neighbor genes (sorted by weight)
REACTOME_NEURONAL_SYSTEM	0.71	1	279	244	170	151	3	GSE10780	STX6,KCNMB1,KCNJ16,GNG7	DMD,CHRM5,GPRASP2,CLDN11,CX3CL1,FXYD1,HS3ST4,TRPC1,CRYAB,KIAA1751,SEMA5A,GPRASP1,EFHA2,SCN4B,CXCL14,PNMAL1,DENND2A,ICMT,USP31,EBF1,RELN,MOCS1,PAMR1,LSM14B,VAPB,CORO2B,CAPN6,CSRNP3,ITM2A,PPAP2B,RGMA,CBX7,GPIHBP1,C19orf21,CCNB1IP1,FAM13A,CCDC50,EDNRB,KL,PEAR1,LHFPL2,CD300LG,SCARA5,FOXN3,D4S234E,EGF,CHRDL1,CCDC8
REACTOME_ETHANOL_OXIDATION	0.71	1	10	8	170	151	0	GSE10780		RPL11,CHI3L1,FXYD1,GLB1,FAM176A,PALMD
BIOCARTA_ERK_PATHWAY	0.72	1	28	23	170	151	0	GSE10780		RPS3A,GTF2I,STX6,RPL14,RPL11,PSMA7,DUT,MELK,BTAF1,LMNB1,DNAJC3,SMC4,CRYAB,EGF,FAM13A,LIFR,PDGFD,MTDH,ABCB1,SPRY1,TCF7L1,CCNB1,ICMT,PBK,VAPB,GLB1,SEMA5A,IL11RA,PALMD,GLT8D2,LAMA3,EFHA2,PLEKHH2,CHRDL1,GNG7,GTF2IRD1,LSM14B,HOXA5,DBNL,NAB1,FIGF,FAM176A,GAS1,CXCL14,GPC3,TMEM206,DENND2A,PEAR1,PPME1,ANLN,LHFP,CEP55,SGOL2
BIOCARTA_HER2_PATHWAY	0.72	1	22	21	170	151	0	GSE10780		RPS3A,RPL14,STX6,GTF2I,DUT,BTAF1,RPL11,PSMA7,DNAJC3,LIFR,MTDH,EGF,FAM13A,SPRY1,PBK,CRYAB,TCF7L1,ABCB1,PDGFD,INTS7,MELK,SMC4,FOXN3,SEMA5A,LMNB1,GLB1,PALMD,DBNL,PLEKHH2,EFHA2,GTF2IRD1,LAMA3,IL11RA,NAB1,HOXA5,GLT8D2,FIGF,FAM176A,CHRDL1,GAS1,TMEM206,CXCL14,GPC3,LSM14B,CHRM5,IL25,DMD,GPRASP2,NR3C2
KEGG_WNT_SIGNALING_PATHWAY	0.72	1	151	134	170	151	2	GSE10780	TCF7L1	GTF2I,STX6,RPS3A,MTDH,MELK,SMC4,LMNB1,PSMD14,ATAD2,NAB1,PSMA7,CCNB1,DNAJC3,GLTSCR2,RPL14,DMD,EFHA2,PPME1,SGOL2,WHSC1,FOXN3,BTAF1,CBX7,LSM14B,TWISTNB,VAPB,GPRASP1,CEP55,ITM2A,EBF1,GPRASP2,NAV2,CX3CL1,LAMA3,HS3ST4,PLEKHH2,SPRY1,FAM13A,USP31,ICMT,CHRM5,MOCS1,CCNB1IP1,GPC3,CCDC50,CHI3L1,RERGL,TRPC1,LHFPL2,STAT4,EGR1,MAB21L1,CABP7,CBFA2T3,LPL,ODZ2,CSRNP3,E2F1,C19orf21,COL10A1,MAMDC2,AMIGO2,NR2F2,KIAA1751,C5orf4
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	0.72	1	11	10	170	151	0	GSE10780		ACOT12,DMD,EGF,GLB1,KIAA1751,FIGF,PDGFD,EDNRB,DNAJC3,PEAR1
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	0.72	1	38	27	170	151	1	GSE10780		BTAF1,FOXN3,DNAJC3,RPS3A,DBNL,SMC4,PPL,MTDH,EFHA2,STX6,GPRASP1,SPINT2,GPRASP2,NAB1,CBX7,AMIGO2,CD300LG
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.72	1	22	21	170	151	0	GSE10780		KIAA1751,GLB1,FIGF,GLT8D2,ABCB1,CX3CL1,FAM176A,RGMA,CBFA2T3,C19orf21
REACTOME_CS_DS_DEGRADATION	0.72	1	12	11	170	151	0	GSE10780		GLB1,DNAJC3,RPL11,RPL14,CRYAB,RPS3A,MTDH,EDNRB,GPC3,GAS1,CHI3L1,NAV2,DENND2A,FAM176A,MAMDC2,LIFR,PAMR1,GLT8D2,CX3CL1
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.72	1	13	11	170	151	0	GSE10780		RPS3A,CCNB1,RPL11,RPL14,KIF2C,SGOL2,DMD,CENPA,MELK,KIF20A,INTS7,GTF2I,PBK,LMNB1,TTK,CKAP2,ZWILCH,TRIP13,NUSAP1,TWISTNB,WHSC1,SHCBP1,ANLN,SMC4,BTAF1,CDCA3,DNAJC3,CDKN3,STX6,UBE2C,PSMD14,ODZ2,ATAD2,DUT,MTDH,CDCA8,PSMA7,EXO1,CEP55,NAB1,GLTSCR2,MME,TMEM206,RMI2
BIOCARTA_ARENRF2_PATHWAY	0.73	1	13	11	170	151	1	GSE10780		MELK,RPL14,GTF2I,RPL11,STX6,DNAJC3,PSMA7,BTAF1,MRPL14,RPS3A,MTDH,SGOL2,CCNB1,LMNB1,ODZ2,EFHA2,FOXN3,WHSC1,TWISTNB,ANLN,ABCB1,LSM14B,DUT,GPRASP1,NAB1,CRYAB,TRPC1,EGR1,CBX7
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.73	1	53	44	170	151	0	GSE10780	CASP1	RPL14,MTDH,GTF2I,DMD,STX6,LMNB1,PSMA7,RPL11,DNAJC3,INTS7,RPS3A,GLB1,NAB1,CLDN11,MRPL14,VAPB,CHRM5,GPRASP2,CX3CL1,MELK,LSM14B,PNMAL1,ICMT,FAM13A,KIAA1751,EFHA2,GPRASP1,CEP55,STAT4,CRYAB,KRT15,LIFR,E2F1,SPINT2,PLEKHH2
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	0.73	1	10	10	170	151	0	GSE10780		ACOT12,CX3CL1,GPRASP2,KIAA1751,DMD,CLDN11
BIOCARTA_STEM_PATHWAY	0.74	1	15	11	170	151	0	GSE10780		SCARA5,CEP55,ODZ2,AMIGO2,SGOL2,ANLN,MRPL14,ABCB1
KEGG_PROSTATE_CANCER	0.74	1	89	77	170	151	3	GSE10780	TCF7L1,EGF,PDGFD,E2F1	RPS3A,MTDH,BTAF1,RPL14,RPL11,GTF2I,STX6,SMC4,DNAJC3,PSMA7,PBK,DUT,MELK,FOXN3,GLB1,DMD,LMNB1,CCNB1,CRYAB,NAB1,SPRY1,DENND2A,FIGF,EFHA2,FAM13A,LIFR,CEP55,IL11RA,ABCB1,DBNL,TTK,ANLN,GLT8D2,SEMA5A,NUSAP1,PALMD,PPL,GTF2IRD1,LSM14B,GPRASP1,KIF20A,PLEKHH2,CHRDL1,HOXA5,AMIGO2,FAM176A,SPINT2,GNG7,GAS1,FXYD1,CXCL14,RCSD1,CASP1,LHFP,PEAR1,CX3CL1,CBX7,RGMA,C19orf21,KIAA1751,TGFBR3,UBE2C,PAMR1,CDH12,CCDC50,CCDC8
REACTOME_SYNTHESIS_OF_PE	0.74	1	11	8	170	151	0	GSE10780		GLTSCR2,SMC4,ATAD2,GTF2I,MOCS1
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.74	1	10	7	170	151	0	GSE10780		INTS7,RPL14,BTAF1,SMC4,CKAP2,ATAD2,DUT,NUSAP1,ZWILCH,PSMD14,MTDH,TWISTNB,WHSC1,CCNB1,SGOL2,RPS3A,PSMA7,GTF2I,TRIP13,LMNB1,RPL11,GLTSCR2,SHCBP1,PBK,KIF20A,MELK,MRPL14,CEP55,TTK,ANLN,CENPA,KIF2C,CDKN3,UBE2C,CDCA3,ABCB1
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.74	1	188	136	170	151	5	GSE10780	CX3CL1,EDNRB,OXTR,CCL21	FIGF,TGFBR3,GPRASP1,KIAA1751,CASP1,ACOT12,ITM2A,PNMAL1,EGR1,EGF,HS3ST4,CRYAB,CXCL14,SCARA5,CHRM5,GLT8D2,RCSD1,CHRDL1,LHFP
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	0.74	1	15	13	170	151	0	GSE10780		RPL14,RPS3A,GTF2I,STX6,PSMA7,RPL11,PSMD14,GLB1,MTDH,DUT,MELK,ATAD2,VAPB,SMC4,DNAJC3,NAB1,WHSC1,BTAF1,CRYAB,LMNB1,MRPL14,TWISTNB,ANLN,DMD,FAM13A,SEMA5A
REACTOME_ADP_SIGNALLING_THROUGH_P2RY12	0.74	1	21	20	170	151	1	GSE10780	GNG7	RPL11,RPL14,RPS3A,GLB1,LMNB1,MTDH,VAPB,ICMT,PSMA7,STX6,DNAJC3,CCNB1,SMC4,EDNRB,PEAR1,LHFPL2,FAM13A,EFHA2,CHI3L1,NAB1,CLDN11,ABCB1,GPRASP1,MOCS1,LHFP
BIOCARTA_TOB1_PATHWAY	0.75	1	21	17	170	151	0	GSE10780	TGFBR3	FIGF,ITM2A,EGF,PDGFD,CRYAB,STAT4,AMIGO2,CHI3L1,MAMDC2,DMD,LAMA3,DENND2A,TCF7L1,EDNRB,GLT8D2,SEMA5A,LIFR,PALMD,RGMA,CX3CL1
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	0.75	1	23	19	170	151	0	GSE10780		SMC4,CCNB1,INTS7,RPL14,BTAF1,TRIP13,RPS3A,DUT,LMNB1,WHSC1,PSMD14,ATAD2,ZWILCH,RPL11,PSMA7,NUSAP1,GLTSCR2,PBK,MTDH,KIF20A,TWISTNB,GTF2I,CKAP2,KIF2C,SHCBP1,MELK,CEP55,SGOL2,TTK,CDCA8,UBE2C,CENPA,EXO1,MRPL14,CDCA3,ANLN,CDKN3,ALKBH2,TMEM206,NAB1,STX6,AMIGO2,ABCB1,DNAJC3,GLT8D2,FOXN3
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	0.75	1	11	8	170	151	0	GSE10780		GLTSCR2,RPL14,RPS3A,RPL11,INTS7,DUT,CCNB1,SMC4,ATAD2,PSMA7,WHSC1,TRIP13,PSMD14,BTAF1,TWISTNB,NUSAP1,ZWILCH,KIF2C,SHCBP1,PBK,CDCA8,CKAP2,MRPL14,LMNB1,GTF2I,KIF20A,ALKBH2,SGOL2,TTK,MELK,CEP55,DHRS13,TMEM206,EXO1,CENPA,GTF2IRD1,ICMT,CDCA3
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	0.75	1	13	12	170	151	0	GSE10780		RPS3A,PSMA7,RPL14,RPL11,DNAJC3,STX6,PSMD14,MTDH,GLB1,GTF2I,LMNB1,TWISTNB,CRYAB,CCNB1,MELK,BTAF1,SMC4,NUSAP1,ITM2A,LSM14B,FOXN3,EFHA2,RCSD1,ANLN,FIGF,S100P,EDNRB,LHFP,CX3CL1,CHRDL1,LAMA3
BIOCARTA_GCR_PATHWAY	0.76	1	22	17	170	151	1	GSE10780		RPL14,RPL11,RPS3A,SMC4,GTF2I,MTDH,GLB1,ATAD2,KIF2C,PSMA7,BTAF1,DUT,DMD,PSMD14,STX6,WHSC1,CAPN6,CKAP2,CCNB1,CRYAB,FOXN3,ICMT,VAPB,TTK,DNAJC3,LMNB1,NUSAP1,DBNL,PDGFD,PPL,GNG7,TCEAL2,SPINT2
BIOCARTA_FMLP_PATHWAY	0.76	1	39	31	170	151	0	GSE10780		RPS3A,RPL11,RPL14,GTF2I,STX6,SMC4,MTDH,PSMA7,LMNB1,GLB1,DMD,KIF2C,VAPB,DNAJC3,MELK,INTS7,NAB1,CAPN6,DUT,ICMT,BTAF1,CCNB1,LSM14B,GLTSCR2,CRYAB,EFHA2,FAM13A,USP31,GNG7,CX3CL1,ZNF524,HS3ST4,STAT4,FIGF,CSRNP3,TMEM206,NR2F2,AMIGO2,PER1,EBF1,PLEKHH2,TCF7L1,PEAR1
BIOCARTA_PS1_PATHWAY	0.76	1	14	12	170	151	0	GSE10780		MTDH,STX6,DNAJC3,GLB1,GTF2I,LMNB1,PSMA7,DMD,SMC4,NAB1,ANLN,BTAF1,CEP55,EFHA2,GLTSCR2,NAV2,SPRY1,MRPL14,SGOL2,FOXN3,LHFPL2,NUSAP1,MELK,GPRASP1,GPRASP2,CBFA2T3,ABCB1,CLDN11,LAMA3,GPC3,DENND2A,C19orf21
BIOCARTA_TRKA_PATHWAY	0.76	1	12	10	170	151	0	GSE10780		RPS3A,DUT,RPL14,BTAF1,RPL11,PSMA7,GTF2I,MTDH,STX6,DNAJC3,DBNL,INTS7,FOXN3,TTK,MELK,PBK,GLB1,GLTSCR2,SMC4,NAB1,PPL,LMNB1,TMEM206,EFHA2,STAT4,SPINT2
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.76	1	26	22	170	151	1	GSE10780		DNAJC3,HS3ST4,ST6GALNAC5,CHST9,TCEAL2,NAB1
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.76	1	91	72	170	151	2	GSE10780		MTDH,RPS3A,DMD,STX6,MELK,PEAR1,STAT4,AMIGO2,CRYAB,DNAJC3,ABCB1,NAB1,RCSD1,DBNL,CLDN11,PDGFD,LAMA3,CHRDL1,SCARA5,LPL,FOXN3,ITM2A,EGF,FIGF,GPC3,CX3CL1,OSR1,GAS1,PPL,TGFBR3,KIAA1751,SEMA5A,ACOT12,FAM13A,COL10A1,EDNRB,RGMA,CXCL14,STC2,MOCS1,MAMDC2,GLT8D2,IL11RA,DHRS13,MME
REACTOME_PI3K_AKT_ACTIVATION	0.76	1	38	27	170	151	1	GSE10780		BTAF1,FOXN3,DNAJC3,RPS3A,SMC4,DBNL,MTDH,PPL,STX6,EFHA2,GPRASP1,SPINT2,CX3CL1,GPRASP2,NAB1,CBX7,AMIGO2
REACTOME_G1_PHASE	0.76	1	38	32	170	151	0	GSE10780	E2F1	SMC4,CCNB1,RPL14,INTS7,PSMD14,BTAF1,ATAD2,TRIP13,RPS3A,PSMA7,GTF2I,PBK,WHSC1,ZWILCH,MELK,KIF2C,TTK,NUSAP1,DUT,CKAP2,SHCBP1,KIF20A,MTDH,RPL11,EXO1,LMNB1,UBE2C,TWISTNB,CDCA8,CENPA,SGOL2,CDCA3,GLTSCR2,CEP55,ANLN,CDKN3,STX6,PPME1,TMEM206,MRPL14,ALKBH2,EFHA2,AMIGO2,CBX7,DHRS13,TCF7L1,FOXN3
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.76	1	195	152	170	151	4	GSE10780	GNG7,CCL21	ICMT,EDNRB,VAPB,DMD,GPRASP1,CHRM5,CXCL14,FAM13A,RELN,CX3CL1,PDGFD,LHFPL2,FIGF,PEAR1,DENND2A,LHFP,PAMR1,KIAA1751,CASP1,PNMAL1,EGF,TGFBR3,ITM2A,RCSD1,ACOT12,CRYAB,GLT8D2,SEMA5A,CHRDL1
BIOCARTA_BCELLSURVIVAL_PATHWAY	0.77	1	16	13	170	151	0	GSE10780		RPL14,SMC4,BTAF1,RPL11,RPS3A,CCNB1,GTF2I,DNAJC3,MTDH,WHSC1,CKAP2,DUT,GLTSCR2,LMNB1,ANLN,SHCBP1,INTS7,PBK,TRIP13,FOXN3,EXO1,ATAD2,ZWILCH,NUSAP1,PEAR1,PSMA7,TTK,PSMD14,CDCA3,CEP55,TWISTNB,MELK,DBNL,KIF20A,SGOL2,VAPB,KIF2C,PPL,CDKN3,UBE2C,GLB1,CDCA8,CENPA,MRPL14,TMEM206,NAB1,ALKBH2,LAMA3,HJURP,SPINT2,PPME1,EGR1
KEGG_LINOLEIC_ACID_METABOLISM	0.77	1	29	25	170	151	0	GSE10780		ABCB1,DMD,MOCS1,ACOT12,KIAA1751,C19orf21,C5orf4,CRYAB,GLT8D2,FIGF,CX3CL1,FAM176A,DHRS13,RGMA
REACTOME_SYNTHESIS_OF_PA	0.77	1	27	24	170	151	0	GSE10780		GLB1,PDGFD,LHFPL2,FIGF,ABCB1,STC2,KIAA1751,ZNF524,GLT8D2,FXYD1,CX3CL1,ODZ2,FAM13A,EFHA2,RGMA,CBFA2T3,C19orf21
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	0.77	1	18	9	170	151	0	GSE10780		LMNB1,GLTSCR2,DNAJC3,RPS3A,PEAR1,NAB1,PSMA7,DMD,SEMA5A,KIAA1751,GLT8D2,TCEAL2,DENND2A,MOCS1
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	0.78	1	27	22	170	151	0	GSE10780		SMC4,BTAF1,INTS7,ATAD2,RPL14,CCNB1,RPS3A,TTK,TRIP13,KIF2C,WHSC1,DUT,GLTSCR2,PBK,SHCBP1,KIF20A,LMNB1,GTF2I,ZWILCH,PSMD14,NUSAP1,SGOL2,PSMA7,CKAP2,MELK,CEP55,MTDH,EXO1,RPL11,ANLN,CDCA8,CENPA,TWISTNB,UBE2C,CDCA3,CDKN3,MRPL14,ICMT,AMIGO2,CCNB1IP1,ABCB1,FIGF,NAB1,ALKBH2
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	0.78	1	14	13	170	151	0	GSE10780		ABCB1,DNAJC3,ST6GALNAC5,CLDN11,HS3ST4,CBFA2T3,TCF7L1
KEGG_PYRIMIDINE_METABOLISM	0.79	1	98	83	170	151	1	GSE10780	DUT	RPL14,INTS7,SMC4,CCNB1,RPL11,RPS3A,WHSC1,PSMA7,PSMD14,TRIP13,ZWILCH,GLTSCR2,BTAF1,KIF2C,ATAD2,PBK,MRPL14,NUSAP1,TTK,KIF20A,LMNB1,SHCBP1,EXO1,TWISTNB,CKAP2,MELK,CENPA,CDCA8,SGOL2,UBE2C,CDCA3,CEP55,CDKN3,GTF2I,ANLN,DHRS13,MTDH,ALKBH2,ABCB1,TMEM206,RMI2,STC2,EFHA2,ICMT,GPC3,CHI3L1,MOCS1
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.79	1	77	71	170	151	1	GSE10780	PPAP2B,PPAP2A	DMD,PDGFD,GLB1,LHFPL2,STC2,CBFA2T3,ABCB1,FIGF,ICMT,KIAA1751,ZNF524,GLT8D2,MOCS1,SCARA5,FAM13A,FAM176A,FXYD1,EBF1,CXCL14,STAT4,ODZ2,RGMA,C19orf21
KEGG_ENDOMETRIAL_CANCER	0.79	1	52	46	170	151	1	GSE10780	TCF7L1,EGF	RPL14,STX6,RPS3A,GTF2I,MTDH,PSMA7,DNAJC3,BTAF1,SMC4,RPL11,LMNB1,CCNB1,GLB1,PBK,DMD,DUT,MELK,EFHA2,SPRY1,GLTSCR2,CEP55,NAB1,PPL,FOXN3,INTS7,DBNL,ABCB1,SGOL2,FAM13A,ANLN,LIFR,TTK,CRYAB,WHSC1,ZWILCH,CKAP2,GPRASP1,NUSAP1,LAMA3,LSM14B,PDGFD,NAV2,FIGF,KIF20A,SEMA5A,GPRASP2,SPINT2,PALMD,PLEKHH2,GTF2IRD1,IL11RA,HOXA5,GLT8D2,FAM176A,CHRDL1,GAS1,CLDN11,CXCL14,GPC3,CASP1,CSRNP3,CENPA,CD300LG,CABP7,DENND2A,E2F1,AMIGO2,HS3ST4
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	0.79	1	9	6	170	151	0	GSE10780		DBNL,CCNB1,GLB1,GLTSCR2,PPL,EFHA2,TTK,GPRASP1,GPRASP2,SPINT2
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.79	1	352	275	170	151	4	GSE10780	NR3C2	LMNB1,SMC4,EBF1,FOXN3,E2F1,IL25,NR2F2,KIAA1751,ODZ2,ZNF524,TCF7L1,CBX7,CCNB1IP1,ALKBH2,GIPC2,DBNL,APCDD1,TCEAL2,FIGF,CAPN6,PPAP2A,SPRY1,PER1
REACTOME_STEROID_HORMONES	0.79	1	29	26	170	151	0	GSE10780		ACOT12,GLB1,FAM176A,DMD,GPC3,PLEKHH2,KL,CRYAB,CCDC8,DENND2A
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	0.8	1	12	9	170	151	0	GSE10780		GLB1,DNAJC3,NAV2,LHFPL2,PLEKHH2,NAB1
REACTOME_P2Y_RECEPTORS	0.8	1	12	10	170	151	1	GSE10780		EBF1,STAT4
BIOCARTA_AKAP95_PATHWAY	0.81	1	12	8	170	151	1	GSE10780	CCNB1	RPL14,RPL11,GTF2I,RPS3A,STX6,MTDH,LMNB1,ATAD2,WHSC1,CEP55,SMC4,ITM2A,CDKN3,DUT,INTS7,PSMD14,GPRASP1,PSMA7,TRIP13,CKAP2,PBK,NUSAP1,TTK,UBE2C,CDCA3,EXO1,CDCA8,CENPA,HJURP,ANLN,MELK,SHCBP1,KIF20A,SGOL2,CCNB1IP1,KIF2C,ZWILCH,EFHA2,GLTSCR2,BTAF1,ICMT,PPME1,AMIGO2,RMI2,DHRS13
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.81	1	25	22	170	151	0	GSE10780		STX6,RPS3A,GTF2I,DUT,BTAF1,MTDH,PSMA7,RPL14,RPL11,ABCB1,EGF,DNAJC3,FAM13A,LIFR,SPRY1,CRYAB,TCF7L1,MELK,EFHA2,PDGFD,DBNL,SEMA5A,PALMD,NAB1,LSM14B,PLEKHH2,TMEM206,GTF2IRD1,LAMA3,IL11RA,HOXA5,GLT8D2,FIGF,FAM176A,CHRDL1,GAS1,CXCL14,GPC3,AMIGO2,DENND2A,KIAA1751,ITM2A,EBF1,PAMR1,STAT4,PPME1
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	0.81	1	35	32	170	151	0	GSE10780		GLB1,ACOT12,FAM176A,ABCB1,GPC3,DMD,PLEKHH2,KL,CRYAB,CCDC8,DENND2A
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.81	1	15	14	170	151	0	GSE10780		KIAA1751,FIGF,GLB1,GLT8D2,ABCB1,CX3CL1,FAM176A,RGMA,C19orf21
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.81	1	10	10	170	151	1	GSE10780		GTF2I,MELK,STX6,PSMD14,RPL11,RPL14,BTAF1,PSMA7,WHSC1,INTS7,DNAJC3,RPS3A,LSM14B,GPRASP2,EFHA2,SMC4,GLTSCR2,CCNB1,LMNB1,MTDH,ATAD2,CRYAB,MRPL14,GPRASP1,SGOL2,ODZ2,NAB1,TRPC1,DMD,EGR1,USP31,ANLN,ABCB1,CX3CL1
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	0.81	1	19	15	170	151	1	GSE10780		RPL14,RPL11,SMC4,RPS3A,PSMD14,LMNB1,CCNB1,TRIP13,MRPL14,PSMA7,DUT,ZWILCH,INTS7,ATAD2,KIF2C,CKAP2,SHCBP1,GLTSCR2,EXO1,ANLN,SGOL2,TWISTNB,PBK,NUSAP1,BTAF1,UBE2C,CDCA8,KIF20A,WHSC1,CENPA,TTK,CEP55,MELK,ABCB1,CDKN3,CDCA3,GTF2I,MTDH,GLB1,RMI2,EFHA2,CRYAB,ALKBH2,DHRS13,CLDN11,ICMT,GPRASP2,GTF2IRD1
BIOCARTA_ERK5_PATHWAY	0.82	1	18	16	170	151	0	GSE10780		RPL14,RPS3A,BTAF1,MTDH,RPL11,STX6,MELK,GTF2I,PSMA7,DNAJC3,FOXN3,DUT,DBNL,SMC4,CRYAB,PPL,LSM14B,GLB1,EFHA2,NAB1,SPINT2,CBX7,STAT4,EBF1
BIOCARTA_TEL_PATHWAY	0.82	1	18	17	170	151	0	GSE10780		SMC4,RPL14,MTDH,DUT,PSMA7,GTF2I,RPS3A,BTAF1,ATAD2,CCNB1,WHSC1,CEP55,RPL11,CKAP2,SGOL2,TTK,NUSAP1,ZWILCH,GLTSCR2,LMNB1,PSMD14,CRYAB,PBK,INTS7,CENPA,ABCB1,DBNL,KIF20A,MRPL14,PPL,EGF,PPME1,IL11RA,FAM13A,LIFR,GLB1,MELK,CDCA8,UBE2C,ANLN,SPRY1,DMD,MME,TCF7L1,E2F1,PDGFD,SPINT2,D4S234E,SEMA5A,PALMD,PLEKHH2,LAMA3,GTF2IRD1,HOXA5,GLT8D2,FIGF,FAM176A,CHRDL1,NAB1,GAS1,CXCL14,GPC3
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.82	1	19	17	170	151	0	GSE10780		ABCB1,GLB1,FAM13A,KIAA1751,LIFR,FIGF,GLT8D2,CX3CL1,FAM176A,DHRS13,RGMA,C19orf21
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.82	1	12	9	170	151	0	GSE10780		CCNB1,DBNL,GLB1,PPL,GLTSCR2,TTK,EFHA2,GPRASP1,TWISTNB,SPINT2,GPRASP2,RPS3A,RPL11,FOXN3
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	0.82	1	13	13	170	151	0	GSE10780		RPS3A,RPL11,VAPB,GLB1,DMD,CCNB1,LMNB1,DNAJC3,MTDH,FAM13A,CX3CL1,PEAR1,EFHA2,RELN,GNG7,CHI3L1,PNMAL1,LHFPL2,NAB1,CSRNP3,KIAA1751,SEMA5A
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	0.82	1	38	26	170	151	0	GSE10780	CHRM5	GPRASP1,DMD,KIAA1751,GLT8D2,HS3ST4,DENND2A,GPRASP2
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.82	1	13	12	170	151	0	GSE10780		CHRM5,DMD,FXYD1,KIAA1751,ICMT,GPIHBP1,RGMA
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	0.82	1	14	12	170	151	0	GSE10780		DNAJC3,CRYAB,GPRASP2,FAM13A
BIOCARTA_ETS_PATHWAY	0.83	1	18	16	170	151	1	GSE10780	E2F1	BTAF1,SMC4,ATAD2,INTS7,WHSC1,SGOL2,CCNB1,GTF2I,EBF1,ANLN,RPL14,CKAP2,RPL11,TTK,TWISTNB,PBK,ZWILCH,MTDH,ABCB1,TRIP13,MRPL14,PSMD14,RPS3A,SHCBP1,ODZ2,CBX7,GLTSCR2,KIF2C,PSMA7,KIF20A,CEP55,EXO1,LMNB1,CENPA,DUT,MELK,NAB1,NUSAP1,GLB1,AMIGO2,CDCA8,CDKN3,ITM2A,TMEM206,EGR1,STAT4,PPME1
BIOCARTA_PTEN_PATHWAY	0.83	1	18	16	170	151	0	GSE10780		RPS3A,RPL14,BTAF1,RPL11,DNAJC3,PSMA7,STX6,GTF2I,DUT,MTDH,CCNB1,GLB1,DBNL,CRYAB,FOXN3,MELK,SMC4,DMD,PPL,TTK,GTF2IRD1,NAB1,EFHA2,PBK,PEAR1,DENND2A,SPINT2,LSM14B,ANLN,TMEM206,LAMA3
BIOCARTA_TCR_PATHWAY	0.83	1	49	40	170	151	1	GSE10780		RPS3A,RPL14,RPL11,GTF2I,STX6,BTAF1,SMC4,DUT,MTDH,AMIGO2,STAT4,GLTSCR2,INTS7,MELK,LMNB1,NAB1,DMD,PSMA7,DNAJC3,GLB1,DBNL,KIF2C,CAPN6,VAPB,PBK,ITM2A,EFHA2,CBFA2T3,FOXN3,ANLN,CRYAB,LSM14B,TMEM206,ICMT,FAM13A,NR2F2,GPRASP1,TRPC1,ODZ2,EBF1,EGR1,TCF7L1,PEAR1
